emissivity,albedo,thermal conductivity ,density ,specific heat capacity,beaming factor,layer thickness,n_layers,solar distance,solar luminosity ,sunlight direction,timesteps per day,rotation period hours,max days,convergence target,ra degrees,dec degrees
,,,490.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,490.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,491.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,492.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
